Time_us	Amplitude_V
48050.00	2.7358
48100.00	3.0074
48150.00	3.1002
48200.00	3.4758
48250.00	3.6503
48300.00	4.0716
48350.00	4.1707
48400.00	4.3171
48450.00	4.4936
48500.00	4.6498
48550.00	4.7652
48600.00	4.5813
48650.00	4.5198
48700.00	4.6481
48750.00	4.2610
48800.00	3.8604
48850.00	3.7336
48900.00	3.3249
48950.00	2.6268
49000.00	2.3479
49050.00	1.9059
49100.00	1.3674
49150.00	0.9308
49200.00	0.2654
49250.00	0.1153
49300.00	0.0000
49350.00	0.0000
49400.00	0.0000
49450.00	0.0000
49500.00	0.0000
49550.00	0.0000
49600.00	0.0000
49650.00	0.1511
49700.00	0.4878
49750.00	0.7213
49800.00	1.0455
49850.00	1.4540
49900.00	1.6685
49950.00	1.8989
50000.00	2.2354
50050.00	2.6474
50100.00	2.8462
50150.00	3.1508
50200.00	3.4450
50250.00	3.5647
50300.00	3.9341
50350.00	4.1071
50400.00	4.1105
50450.00	4.5996
50500.00	4.4959
50550.00	4.4384
50600.00	4.5345
50650.00	4.4937
50700.00	4.5061
50750.00	4.2749
50800.00	4.0002
50850.00	3.7778
50900.00	3.3461
50950.00	2.8973
51000.00	2.4312
51050.00	1.9660
51100.00	1.1567
51150.00	0.9110
51200.00	0.2845
51250.00	0.2045
51300.00	0.0000
51350.00	0.0000
51400.00	0.0000
51450.00	0.0000
51500.00	0.0000
51550.00	0.0000
51600.00	0.0026
51650.00	0.3268
51700.00	0.7432
51750.00	0.8795
51800.00	1.3765
51850.00	1.6967
51900.00	1.8311
51950.00	2.3829
52000.00	2.6579
52050.00	2.8816
52100.00	3.0612
52150.00	3.3222
52200.00	3.6236
52250.00	4.0061
52300.00	4.0674
52350.00	4.4601
52400.00	4.4625
52450.00	4.7613
52500.00	4.9345
52550.00	5.0000
52600.00	4.8711
52650.00	5.0000
52700.00	4.9041
52750.00	4.7476
52800.00	4.4492
52850.00	4.1547
52900.00	3.6878
52950.00	3.4375
53000.00	2.7332
53050.00	2.4358
53100.00	1.7417
53150.00	1.3579
53200.00	0.8286
53250.00	0.6662
53300.00	0.5144
53350.00	0.1449
53400.00	0.0316
53450.00	0.0000
53500.00	0.0872
53550.00	0.0688
53600.00	0.3585
53650.00	0.7534
53700.00	1.1790
53750.00	1.6756
53800.00	1.5975
53850.00	2.1711
53900.00	2.3536
53950.00	2.6214
54000.00	2.9938
54050.00	3.2387
54100.00	3.5214
54150.00	3.7251
54200.00	3.8621
54250.00	4.0902
54300.00	4.5872
54350.00	4.6931
54400.00	4.8503
54450.00	5.0000
54500.00	5.0000
54550.00	5.0000
54600.00	5.0000
54650.00	5.0000
54700.00	5.0000
54750.00	5.0000
54800.00	4.7853
54850.00	4.4731
54900.00	4.0536
54950.00	3.5373
55000.00	3.0490
55050.00	2.5399
55100.00	1.8532
55150.00	1.6032
55200.00	0.9365
55250.00	0.6459
55300.00	0.6148
55350.00	0.3600
55400.00	0.3261
55450.00	0.0908
55500.00	0.0435
55550.00	0.2853
55600.00	0.5217
55650.00	0.7642
55700.00	1.1724
55750.00	1.2979
55800.00	1.6999
55850.00	1.8571
55900.00	2.3424
55950.00	2.5910
56000.00	2.7903
56050.00	3.1285
56100.00	3.3990
56150.00	3.6420
56200.00	4.1303
56250.00	4.1390
56300.00	4.3428
56350.00	4.3257
56400.00	4.6536
56450.00	4.8833
56500.00	4.9475
56550.00	5.0000
56600.00	5.0000
56650.00	5.0000
56700.00	4.9188
56750.00	4.7071
56800.00	4.4078
56850.00	4.0643
56900.00	3.8542
56950.00	2.9056
57000.00	2.4480
57050.00	2.1143
57100.00	1.6798
57150.00	1.2867
57200.00	0.8325
57250.00	0.3639
57300.00	0.2419
57350.00	0.0368
57400.00	0.0000
57450.00	0.0000
57500.00	0.0000
57550.00	0.0000
57600.00	0.2166
57650.00	0.3864
57700.00	0.6503
57750.00	1.1275
57800.00	0.9692
57850.00	1.4078
57900.00	1.7449
57950.00	2.1434
58000.00	2.4437
58050.00	2.5680
58100.00	2.8935
58150.00	3.1606
58200.00	3.8014
58250.00	3.9556
58300.00	3.9113
58350.00	4.1230
58400.00	4.2132
58450.00	4.2773
58500.00	4.6090
58550.00	4.5715
58600.00	4.6911
58650.00	4.4527
58700.00	4.4241
58750.00	4.3283
58800.00	4.0744
58850.00	3.7304
58900.00	3.1108
58950.00	2.9130
59000.00	2.2243
59050.00	1.8936
59100.00	1.3212
59150.00	0.6898
59200.00	0.3960
59250.00	0.1194
59300.00	0.0000
59350.00	0.0000
59400.00	0.0000
59450.00	0.0000
59500.00	0.0000
59550.00	0.0000
59600.00	0.0908
59650.00	0.3440
59700.00	0.2485
59750.00	0.5956
59800.00	1.2080
59850.00	1.2282
59900.00	1.5169
59950.00	1.9280
60000.00	2.3355
60050.00	2.5590
60100.00	2.7678
60150.00	3.0291
60200.00	3.2791
60250.00	3.5041
60300.00	4.1171
60350.00	4.0973
60400.00	4.3651
60450.00	4.3679
60500.00	4.5337
60550.00	4.5513
60600.00	4.3417
60650.00	4.4509
60700.00	4.2826
60750.00	4.0378
60800.00	3.8972
60850.00	3.8624
60900.00	3.3000
60950.00	3.0142
61000.00	2.4313
61050.00	1.9860
61100.00	1.3015
61150.00	1.0176
61200.00	0.6336
61250.00	0.1310
61300.00	0.0000
61350.00	0.0000
61400.00	0.0000
61450.00	0.0000
61500.00	0.0000
61550.00	0.0000
61600.00	0.1051
61650.00	0.2319
61700.00	0.6280
61750.00	1.0149
61800.00	1.3540
61850.00	1.8016
61900.00	2.0989
61950.00	2.1459
62000.00	2.7761
62050.00	2.8057
62100.00	3.2781
62150.00	3.4334
62200.00	3.6386
62250.00	3.7240
62300.00	4.1615
62350.00	4.2205
62400.00	4.7275
62450.00	4.9678
62500.00	4.8257
62550.00	5.0000
62600.00	4.9494
62650.00	4.9224
62700.00	4.9790
62750.00	4.6936
62800.00	4.6438
62850.00	4.0434
62900.00	3.8262
62950.00	3.2747
63000.00	2.8835
63050.00	2.2463
63100.00	1.8130
63150.00	1.3513
63200.00	0.8569
63250.00	0.6910
63300.00	0.4190
63350.00	0.2254
63400.00	0.2397
63450.00	0.2176
63500.00	0.0697
63550.00	0.3047
63600.00	0.3932
63650.00	0.7289
63700.00	0.9487
63750.00	1.5329
63800.00	1.7115
63850.00	1.9727
63900.00	2.4676
63950.00	2.3790
64000.00	2.7002
64050.00	3.3267
64100.00	3.5154
64150.00	3.8041
64200.00	3.8707
64250.00	4.2726
64300.00	4.7493
64350.00	4.8252
64400.00	4.9422
64450.00	5.0000
64500.00	5.0000
64550.00	5.0000
64600.00	5.0000
64650.00	5.0000
64700.00	4.9513
64750.00	4.8629
64800.00	4.5296
64850.00	4.2082
64900.00	3.9244
64950.00	3.2135
65000.00	3.0509
65050.00	2.5680
65100.00	1.9547
65150.00	1.2215
65200.00	0.9796
65250.00	0.8892
65300.00	0.1250
65350.00	0.2174
65400.00	0.0060
65450.00	0.2200
65500.00	0.1007
65550.00	0.3626
65600.00	0.5773
65650.00	0.9750
65700.00	1.0120
65750.00	1.3864
65800.00	1.4794
65850.00	2.1186
65900.00	2.1971
65950.00	2.5233
66000.00	2.8776
66050.00	2.9692
66100.00	3.4485
66150.00	3.7905
66200.00	3.9528
66250.00	3.9602
66300.00	4.3572
66350.00	4.6664
66400.00	4.5356
66450.00	4.7859
66500.00	5.0000
66550.00	5.0000
66600.00	5.0000
66650.00	5.0000
66700.00	4.9676
66750.00	4.7816
66800.00	4.7437
66850.00	4.0382
66900.00	3.5522
66950.00	3.2353
67000.00	2.7408
67050.00	2.1163
67100.00	1.5541
67150.00	1.4810
67200.00	0.8149
67250.00	0.3221
67300.00	0.2295
67350.00	0.0000
67400.00	0.0000
67450.00	0.0000
67500.00	0.0000
67550.00	0.0000
67600.00	0.3625
67650.00	0.4291
67700.00	0.6050
67750.00	0.8899
67800.00	1.2140
67850.00	1.5475
67900.00	1.8421
67950.00	2.2969
68000.00	2.2663
68050.00	2.8524
68100.00	2.9661
68150.00	3.3092
68200.00	3.3713
68250.00	3.8988
68300.00	4.1102
68350.00	4.2817
68400.00	4.1693
68450.00	4.6058
68500.00	4.6716
68550.00	4.4986
68600.00	4.6984
68650.00	4.6885
68700.00	4.5822
68750.00	4.3317
68800.00	4.0654
68850.00	3.8571
68900.00	3.4164
68950.00	2.4664
69000.00	2.2822
69050.00	1.7979
69100.00	1.1123
69150.00	0.8663
69200.00	0.5838
69250.00	0.0000
69300.00	0.0000
69350.00	0.0000
69400.00	0.0000
69450.00	0.0000
69500.00	0.0000
69550.00	0.0000
69600.00	0.0000
69650.00	0.3323
69700.00	0.4681
69750.00	0.6848
69800.00	1.0989
69850.00	1.1860
69900.00	1.8175
